electorate,party,party_vote,candidate,candidate_vote,votes_counted,total_votes
Taieri ,,,"LEQUEUX, Olivier",102,100.0,39493
Taieri ,New Zealand First Party,1052,"PATTERSON, Mark William James",1174,100.0,39493
Taieri ,,,"ROBERTS, Fred",204,100.0,39493
Taieri ,ONE Party,92,"SMITH, Stan",176,100.0,39493
Taieri ,Social Credit,41,"VOIGHT, Warren",98,100.0,39493
Taieri ,,,"WEBBER, David",53,100.0,39493
Taieri ,Green Party,2033,"WILLIS, Scott",1717,100.0,39493
Taieri ,Advance NZ,196,,,100.0,39493
Taieri ,Aotearoa Legalise Cannabis Party,79,,,100.0,39493
Taieri ,HeartlandNZ,7,,,100.0,39493
Taieri ,Māori Party,49,,,100.0,39493
Taieri ,NZ Outdoors Party,30,,,100.0,39493
Taieri ,Sustainable New Zealand Party,18,,,100.0,39493
Taieri ,TEA Party,6,,,100.0,39493
Taieri ,The Opportunities Party (TOP),471,,,100.0,39493
Taieri ,Vision New Zealand,9,,,100.0,39493
Takanini ,Vision New Zealand,112,"GEORGE, Ngatai",229,100.0,27002
Takanini ,TEA Party,145,"HONG, John",678,100.0,27002
Takanini ,New Conservative,464,"IKILEI, Elliot",711,100.0,27002
Takanini ,,,"KAGATHRA, Mit",157,100.0,27002
Takanini ,Labour Party,14204,"LEAVASA, Neru",13926,100.0,27002
Takanini ,ACT New Zealand,1386,"McCORMICK, Mike",1031,100.0,27002
Takanini ,National Party,8562,"NAKHLE, Rima",9378,100.0,27002
Takanini ,Advance NZ,131,,,100.0,27002
Takanini ,Aotearoa Legalise Cannabis Party,44,,,100.0,27002
Takanini ,Green Party,854,,,100.0,27002
Takanini ,HeartlandNZ,3,,,100.0,27002
Takanini ,Māori Party,99,,,100.0,27002
Takanini ,NZ Outdoors Party,10,,,100.0,27002
Takanini ,New Zealand First Party,569,,,100.0,27002
Takanini ,ONE Party,42,,,100.0,27002
Takanini ,Social Credit,0,,,100.0,27002
Takanini ,Sustainable New Zealand Party,5,,,100.0,27002
Takanini ,The Opportunities Party (TOP),157,,,100.0,27002
Tāmaki ,Green Party,2482,"BOYS, Sylvia",2369,100.0,34319
Tāmaki ,Labour Party,12671,"BROWN, Shirin",10668,100.0,34319
Tāmaki ,ACT New Zealand,4281,"CLARIDGE, Carmel",1800,100.0,34319
Tāmaki ,National Party,13179,"O'CONNOR, Simon",18560,100.0,34319
Tāmaki ,New Conservative,224,"SOMMER, Paul",192,100.0,34319
Tāmaki ,,,"TEPOU, Sarai",124,100.0,34319
Tāmaki ,Advance NZ,117,,,100.0,34319
Tāmaki ,Aotearoa Legalise Cannabis Party,35,,,100.0,34319
Tāmaki ,HeartlandNZ,3,,,100.0,34319
Tāmaki ,Māori Party,85,,,100.0,34319
Tāmaki ,NZ Outdoors Party,9,,,100.0,34319
Tāmaki ,New Zealand First Party,562,,,100.0,34319
Tāmaki ,ONE Party,27,,,100.0,34319
Tāmaki ,Social Credit,3,,,100.0,34319
Tāmaki ,Sustainable New Zealand Party,24,,,100.0,34319
Tāmaki ,TEA Party,53,,,100.0,34319
Tāmaki ,The Opportunities Party (TOP),407,,,100.0,34319
Tāmaki ,Vision New Zealand,14,,,100.0,34319
Taranaki-King Country ,NZ Outdoors Party,93,"GREY, Christopher",666,100.0,34155
Taranaki-King Country ,National Party,12806,"KURIGER, Barbara",16281,100.0,34155
Taranaki-King Country ,ACT New Zealand,4043,"MILES, Brent",1966,100.0,34155
Taranaki-King Country ,Labour Party,12469,"ROBERTS, Angela",12649,100.0,34155
Taranaki-King Country ,New Conservative,964,"SMITH, Lee Anne",1868,100.0,34155
Taranaki-King Country ,Advance NZ,389,,,100.0,34155
Taranaki-King Country ,Aotearoa Legalise Cannabis Party,87,,,100.0,34155
Taranaki-King Country ,Green Party,1502,,,100.0,34155
Taranaki-King Country ,HeartlandNZ,7,,,100.0,34155
Taranaki-King Country ,Māori Party,136,,,100.0,34155
Taranaki-King Country ,New Zealand First Party,963,,,100.0,34155
Taranaki-King Country ,ONE Party,48,,,100.0,34155
Taranaki-King Country ,Social Credit,20,,,100.0,34155
Taranaki-King Country ,Sustainable New Zealand Party,21,,,100.0,34155
Taranaki-King Country ,TEA Party,12,,,100.0,34155
Taranaki-King Country ,The Opportunities Party (TOP),363,,,100.0,34155
Taranaki-King Country ,Vision New Zealand,20,,,100.0,34155
Taupō ,Labour Party,16558,"AL-BUSTANJI, Ala'",13392,100.0,37772
Taupō ,ONE Party,143,"COFFIN, Gary Michael",337,100.0,37772
Taupō ,NZ Outdoors Party,98,"DOWNARD, Micheal",526,100.0,37772
Taupō ,ACT New Zealand,3889,"FREEMAN, David",1519,100.0,37772
Taupō ,Green Party,1325,"GLENDINING, Danna",1570,100.0,37772
Taupō ,,,"JAMES, Antoinette",419,100.0,37772
Taupō ,New Conservative,591,"QUINN, Jan-Marie",533,100.0,37772
Taupō ,National Party,12781,"UPSTON, Louise",18646,100.0,37772
Taupō ,Advance NZ,378,,,100.0,37772
Taupō ,Aotearoa Legalise Cannabis Party,109,,,100.0,37772
Taupō ,HeartlandNZ,2,,,100.0,37772
Taupō ,Māori Party,112,,,100.0,37772
Taupō ,New Zealand First Party,1050,,,100.0,37772
Taupō ,Social Credit,14,,,100.0,37772
Taupō ,Sustainable New Zealand Party,18,,,100.0,37772
Taupō ,TEA Party,10,,,100.0,37772
Taupō ,The Opportunities Party (TOP),477,,,100.0,37772
Taupō ,Vision New Zealand,15,,,100.0,37772
Tauranga ,National Party,12622,"BRIDGES, Simon",16602,100.0,37364
Tauranga ,The Opportunities Party (TOP),662,"CAIE, Andrew",740,100.0,37364
Tauranga ,,,"CAPAMAGIAN, James",64,100.0,37364
Tauranga ,Green Party,1902,"COLE, Josh",1377,100.0,37364
Tauranga ,,,"CROSA, Daniel Armando",344,100.0,37364
Tauranga ,New Zealand First Party,1406,"HARVEY, Erika",1186,100.0,37364
Tauranga ,New Conservative,920,"HIGNETT, Paul",632,100.0,37364
Tauranga ,,,"LAMARE, Yvette",46,100.0,37364
Tauranga ,NZ Outdoors Party,40,"LIVINGSTON, Tracy",144,100.0,37364
Tauranga ,ACT New Zealand,3499,"LUXTON, Cameron",1511,100.0,37364
Tauranga ,Labour Party,15295,"TINETTI, Jan",14169,100.0,37364
Tauranga ,Advance NZ,387,,,100.0,37364
Tauranga ,Aotearoa Legalise Cannabis Party,79,,,100.0,37364
Tauranga ,HeartlandNZ,3,,,100.0,37364
Tauranga ,Māori Party,110,,,100.0,37364
Tauranga ,ONE Party,74,,,100.0,37364
Tauranga ,Social Credit,10,,,100.0,37364
Tauranga ,Sustainable New Zealand Party,26,,,100.0,37364
Tauranga ,TEA Party,7,,,100.0,37364
Tauranga ,Vision New Zealand,34,,,100.0,37364
Te Atatū ,TEA Party,91,"AMOAH, Frank",188,100.0,31355
Te Atatū ,ACT New Zealand,1676,"COURT, Simon",1349,100.0,31355
Te Atatū ,Green Party,1990,"HINDMAN, Scott",1543,100.0,31355
Te Atatū ,The Opportunities Party (TOP),323,"MONK, Brendon",431,100.0,31355
Te Atatū ,National Party,7334,"NGARO, Alfred",9121,100.0,31355
Te Atatū ,New Conservative,432,"PASEKA, Okusitino",332,100.0,31355
Te Atatū ,Labour Party,17699,"TWYFORD, Phil",17345,100.0,31355
Te Atatū ,Advance NZ,188,,,100.0,31355
Te Atatū ,Aotearoa Legalise Cannabis Party,64,,,100.0,31355
Te Atatū ,HeartlandNZ,4,,,100.0,31355
Te Atatū ,Māori Party,168,,,100.0,31355
Te Atatū ,NZ Outdoors Party,19,,,100.0,31355
Te Atatū ,New Zealand First Party,820,,,100.0,31355
Te Atatū ,ONE Party,93,,,100.0,31355
Te Atatū ,Social Credit,11,,,100.0,31355
Te Atatū ,Sustainable New Zealand Party,22,,,100.0,31355
Te Atatū ,Vision New Zealand,17,,,100.0,31355
Tukituki ,ACT New Zealand,3321,"DAFFERN, Jan",918,100.0,36414
Tukituki ,Labour Party,17166,"LORCK, Anna",16427,100.0,36414
Tukituki ,New Conservative,785,"McMINN-COLLARD, Nick",587,100.0,36414
Tukituki ,Aotearoa Legalise Cannabis Party,127,"MANNING, Romana (Marnz)",357,100.0,36414
Tukituki ,Green Party,1827,"PERLEY, Chris",1409,100.0,36414
Tukituki ,,,"PETERSON, Carl",264,100.0,36414
Tukituki ,ONE Party,89,"PETROWSKI, Melanie Lorraine",157,100.0,36414
Tukituki ,,,"TOSH, Allister David",40,100.0,36414
Tukituki ,National Party,11221,"YULE, Lawrence",15655,100.0,36414
Tukituki ,Advance NZ,314,,,100.0,36414
Tukituki ,HeartlandNZ,5,,,100.0,36414
Tukituki ,Māori Party,132,,,100.0,36414
Tukituki ,NZ Outdoors Party,26,,,100.0,36414
Tukituki ,New Zealand First Party,757,,,100.0,36414
Tukituki ,Social Credit,20,,,100.0,36414
Tukituki ,Sustainable New Zealand Party,23,,,100.0,36414
Tukituki ,TEA Party,3,,,100.0,36414
Tukituki ,The Opportunities Party (TOP),343,,,100.0,36414
Tukituki ,Vision New Zealand,12,,,100.0,36414
Upper Harbour ,National Party,10517,"BEZZANT, Jake",12727,100.0,32773
Upper Harbour ,ACT New Zealand,2642,"CHHOUR, Karen",1437,100.0,32773
Upper Harbour ,NZ Outdoors Party,18,"GIORZA, Catherine",117,100.0,32773
Upper Harbour ,Green Party,1679,"NICHOLLS, Ryan",1832,100.0,32773
Upper Harbour ,New Conservative,634,"SOARES, Bernadette",1083,100.0,32773
Upper Harbour ,TEA Party,102,"TAN, Winson",319,100.0,32773
Upper Harbour ,Sustainable New Zealand Party,36,"THOMAS, Dion",93,100.0,32773
Upper Harbour ,,,"VAUGHAN, Peter",226,100.0,32773
Upper Harbour ,Labour Party,15386,"WALTERS, Vanushi",14142,100.0,32773
Upper Harbour ,Advance NZ,182,,,100.0,32773
Upper Harbour ,Aotearoa Legalise Cannabis Party,86,,,100.0,32773
Upper Harbour ,HeartlandNZ,4,,,100.0,32773
Upper Harbour ,Māori Party,95,,,100.0,32773
Upper Harbour ,New Zealand First Party,633,,,100.0,32773
Upper Harbour ,ONE Party,62,,,100.0,32773
Upper Harbour ,Social Credit,5,,,100.0,32773
Upper Harbour ,The Opportunities Party (TOP),425,,,100.0,32773
Upper Harbour ,Vision New Zealand,14,,,100.0,32773
Waikato ,New Conservative,881,"ANSELL, Caleb John",1294,100.0,34860
Waikato ,Labour Party,13434,"LEONI, Kerrin",12868,100.0,34860
Waikato ,ACT New Zealand,3777,"McDOWALL, James",1703,100.0,34860
Waikato ,National Party,13472,"VAN DE MOLEN, Tim",18255,100.0,34860
Waikato ,Advance NZ,261,,,100.0,34860
Waikato ,Aotearoa Legalise Cannabis Party,101,,,100.0,34860
Waikato ,Green Party,1114,,,100.0,34860
Waikato ,HeartlandNZ,13,,,100.0,34860
Waikato ,Māori Party,97,,,100.0,34860
Waikato ,NZ Outdoors Party,26,,,100.0,34860
Waikato ,New Zealand First Party,957,,,100.0,34860
Waikato ,ONE Party,63,,,100.0,34860
Waikato ,Social Credit,16,,,100.0,34860
Waikato ,Sustainable New Zealand Party,17,,,100.0,34860
Waikato ,TEA Party,8,,,100.0,34860
Waikato ,The Opportunities Party (TOP),395,,,100.0,34860
Waikato ,Vision New Zealand,26,,,100.0,34860
Waimakariri ,New Conservative,1235,"BAKER, Leighton",1817,100.0,40859
Waimakariri ,ACT New Zealand,3820,"DAVIES, James",1094,100.0,40859
Waimakariri ,National Party,11720,"DOOCEY, Matt",19236,100.0,40859
Waimakariri ,Sustainable New Zealand Party,43,"HYNDMAN, John",308,100.0,40859
Waimakariri ,Social Credit,37,"McISAAC, Lawrence",115,100.0,40859
Waimakariri ,,,"RICHARDSON, Shelley",252,100.0,40859
Waimakariri ,Labour Party,20222,"ROSEWARNE, Dan",17260,100.0,40859
Waimakariri ,,,"SADLER, Bjorn",148,100.0,40859
Waimakariri ,Advance NZ,254,,,100.0,40859
Waimakariri ,Aotearoa Legalise Cannabis Party,111,,,100.0,40859
Waimakariri ,Green Party,1771,,,100.0,40859
Waimakariri ,HeartlandNZ,1,,,100.0,40859
Waimakariri ,Māori Party,55,,,100.0,40859
Waimakariri ,NZ Outdoors Party,29,,,100.0,40859
Waimakariri ,New Zealand First Party,875,,,100.0,40859
Waimakariri ,ONE Party,42,,,100.0,40859
Waimakariri ,TEA Party,12,,,100.0,40859
Waimakariri ,The Opportunities Party (TOP),338,,,100.0,40859
Waimakariri ,Vision New Zealand,16,,,100.0,40859
Wairarapa ,National Party,11932,"BUTTERICK, Mike",14108,100.0,39903
Wairarapa ,New Conservative,577,"BUTTERWORTH, Warren",502,100.0,39903
Wairarapa ,,,"GRAY, Nigel Antony",356,100.0,39903
Wairarapa ,ACT New Zealand,3743,"GREENSLADE, Roger",910,100.0,39903
Wairarapa ,,,"HAEATA, Aileen",72,100.0,39903
Wairarapa ,Labour Party,18915,"McANULTY, Kieran",19519,100.0,39903
Wairarapa ,New Zealand First Party,1364,"MARK, Ron",2884,100.0,39903
Wairarapa ,Green Party,1959,"WADE-BROWN, Celia",993,100.0,39903
Wairarapa ,Advance NZ,382,,,100.0,39903
Wairarapa ,Aotearoa Legalise Cannabis Party,112,,,100.0,39903
Wairarapa ,HeartlandNZ,2,,,100.0,39903
Wairarapa ,Māori Party,99,,,100.0,39903
Wairarapa ,NZ Outdoors Party,42,,,100.0,39903
Wairarapa ,ONE Party,117,,,100.0,39903
Wairarapa ,Social Credit,6,,,100.0,39903
Wairarapa ,Sustainable New Zealand Party,7,,,100.0,39903
Wairarapa ,TEA Party,4,,,100.0,39903
Wairarapa ,The Opportunities Party (TOP),403,,,100.0,39903
Wairarapa ,Vision New Zealand,9,,,100.0,39903
Waitaki ,New Conservative,739,"ALLAN, Troy",742,100.0,38985
Waitaki ,ACT New Zealand,4555,"BEAMISH, Sean",1562,100.0,38985
Waitaki ,National Party,12330,"DEAN, Jacqui",17615,100.0,38985
Waitaki ,Green Party,2049,"KIURU, Sampsa",1965,100.0,38985
Waitaki ,Sustainable New Zealand Party,53,"MOWAT-GAINSFORD, Brian Clifford",164,100.0,38985
Waitaki ,New Zealand First Party,798,"ODERING, Anthony Vickers",475,100.0,38985
Waitaki ,,,"PENNYCOOK, Heather Meri",507,100.0,38985
Waitaki ,,,"SHAND, Daniel",887,100.0,38985
Waitaki ,Labour Party,17058,"WAIREPO, Liam",14470,100.0,38985
Waitaki ,Advance NZ,381,,,100.0,38985
Waitaki ,Aotearoa Legalise Cannabis Party,129,,,100.0,38985
Waitaki ,HeartlandNZ,2,,,100.0,38985
Waitaki ,Māori Party,43,,,100.0,38985
Waitaki ,NZ Outdoors Party,58,,,100.0,38985
Waitaki ,ONE Party,65,,,100.0,38985
Waitaki ,Social Credit,5,,,100.0,38985
Waitaki ,TEA Party,8,,,100.0,38985
Waitaki ,The Opportunities Party (TOP),459,,,100.0,38985
Waitaki ,Vision New Zealand,10,,,100.0,38985
Wellington Central ,Aotearoa Legalise Cannabis Party,70,"APPLEBY, Michael George",240,100.0,38090
Wellington Central ,NZ Outdoors Party,19,"BRUCE, Robert",52,100.0,38090
Wellington Central ,The Opportunities Party (TOP),1393,"GRAY, Abe",807,100.0,38090
Wellington Central ,,,"GREALLY, Rose",76,100.0,38090
Wellington Central ,,,"RICHARDSON, Jesse",316,100.0,38090
Wellington Central ,New Conservative,166,"RICHFIELD, Liam",175,100.0,38090
Wellington Central ,Labour Party,16213,"ROBERTSON, Grant",22015,100.0,38090
Wellington Central ,Green Party,11697,"SHAW, James",6277,100.0,38090
Wellington Central ,ONE Party,42,"SUNDERLAND, Gina",62,100.0,38090
Wellington Central ,ACT New Zealand,1895,"van VELDEN, Brooke",678,100.0,38090
Wellington Central ,National Party,5734,"WILLIS, Nicola",7080,100.0,38090
Wellington Central ,Advance NZ,68,,,100.0,38090
Wellington Central ,HeartlandNZ,1,,,100.0,38090
Wellington Central ,Māori Party,195,,,100.0,38090
Wellington Central ,New Zealand First Party,426,,,100.0,38090
Wellington Central ,Social Credit,17,,,100.0,38090
Wellington Central ,Sustainable New Zealand Party,27,,,100.0,38090
Wellington Central ,TEA Party,5,,,100.0,38090
Wellington Central ,Vision New Zealand,5,,,100.0,38090
West Coast-Tasman ,,,"AITKEN, Cory",180,100.0,38289
West Coast-Tasman ,New Conservative,652,"BARKLEY, Karl",517,100.0,38289
West Coast-Tasman ,Social Credit,75,"COLLIN, Jack",124,100.0,38289
West Coast-Tasman ,,,"EWEN, Peter",660,100.0,38289
West Coast-Tasman ,New Zealand First Party,1152,"FARRELLY, Jackie",593,100.0,38289
West Coast-Tasman ,,,"FITZSIMON, Anne",572,100.0,38289
West Coast-Tasman ,ACT New Zealand,3807,"GARDNER, William Stuart",1251,100.0,38289
West Coast-Tasman ,NZ Outdoors Party,193,"KING, Luke",524,100.0,38289
West Coast-Tasman ,Labour Party,17859,"O'CONNOR, Damien",18275,100.0,38289
West Coast-Tasman ,,,"OSMASTON, Richard",47,100.0,38289
West Coast-Tasman ,National Party,9974,"PUGH, Maureen",13208,100.0,38289
West Coast-Tasman ,Green Party,2956,"RICHARDS, Steve",1826,100.0,38289
West Coast-Tasman ,Advance NZ,598,,,100.0,38289
West Coast-Tasman ,Aotearoa Legalise Cannabis Party,156,,,100.0,38289
West Coast-Tasman ,HeartlandNZ,5,,,100.0,38289
West Coast-Tasman ,Māori Party,69,,,100.0,38289
West Coast-Tasman ,ONE Party,54,,,100.0,38289
West Coast-Tasman ,Sustainable New Zealand Party,28,,,100.0,38289
West Coast-Tasman ,TEA Party,5,,,100.0,38289
West Coast-Tasman ,The Opportunities Party (TOP),453,,,100.0,38289
West Coast-Tasman ,Vision New Zealand,14,,,100.0,38289
Whanganui ,Green Party,1613,"CLAY, Alan",1118,100.0,35894
Whanganui ,National Party,9620,"HIPANGO, Harete",12638,100.0,35894
Whanganui ,,,"KIEFT, Hillary",302,100.0,35894
Whanganui ,Labour Party,18398,"LEWIS, Steph",19459,100.0,35894
Whanganui ,New Conservative,591,"MARSHALL, Jonathan",682,100.0,35894
Whanganui ,Social Credit,59,"SMITH, Heather Marion",168,100.0,35894
Whanganui ,,,"WEBER, Charlotte",620,100.0,35894
Whanganui ,ACT New Zealand,2950,,,100.0,35894
Whanganui ,Advance NZ,418,,,100.0,35894
Whanganui ,Aotearoa Legalise Cannabis Party,122,,,100.0,35894
Whanganui ,HeartlandNZ,0,,,100.0,35894
Whanganui ,Māori Party,179,,,100.0,35894
Whanganui ,NZ Outdoors Party,32,,,100.0,35894
Whanganui ,New Zealand First Party,1204,,,100.0,35894
Whanganui ,ONE Party,166,,,100.0,35894
Whanganui ,Sustainable New Zealand Party,19,,,100.0,35894
Whanganui ,TEA Party,4,,,100.0,35894
Whanganui ,The Opportunities Party (TOP),308,,,100.0,35894
Whanganui ,Vision New Zealand,7,,,100.0,35894
Whangaparāoa ,NZ Outdoors Party,31,"CHEEL, Tricia",293,100.0,38168
Whangaparāoa ,Sustainable New Zealand Party,52,"DAVIES, John",444,100.0,38168
Whangaparāoa ,Labour Party,14819,"FERGUSON, Lorayne Frances",13061,100.0,38168
Whangaparāoa ,,,"FLAY, Kathryn",498,100.0,38168
Whangaparāoa ,ACT New Zealand,4155,"GRACE, Paul",1390,100.0,38168
Whangaparāoa ,New Conservative,864,"MACKENZIE, Fiona",1231,100.0,38168
Whangaparāoa ,National Party,14555,"MITCHELL, Mark",20710,100.0,38168
Whangaparāoa ,Advance NZ,406,,,100.0,38168
Whangaparāoa ,Aotearoa Legalise Cannabis Party,73,,,100.0,38168
Whangaparāoa ,Green Party,1689,,,100.0,38168
Whangaparāoa ,HeartlandNZ,3,,,100.0,38168
Whangaparāoa ,Māori Party,51,,,100.0,38168
Whangaparāoa ,New Zealand First Party,820,,,100.0,38168
Whangaparāoa ,ONE Party,47,,,100.0,38168
Whangaparāoa ,Social Credit,10,,,100.0,38168
Whangaparāoa ,TEA Party,34,,,100.0,38168
Whangaparāoa ,The Opportunities Party (TOP),414,,,100.0,38168
Whangaparāoa ,Vision New Zealand,5,,,100.0,38168
Whangārei ,Green Party,2280,"ARMSTRONG, Moea",1248,100.0,38573
Whangārei ,New Conservative,716,"CAMPBELL, Kerry",470,100.0,38573
Whangārei ,Aotearoa Legalise Cannabis Party,170,"de JONGE, Jennifer",410,100.0,38573
Whangārei ,Labour Party,17899,"HENDERSON, Emily",15475,100.0,38573
Whangārei ,Social Credit,119,"LEITCH, Chris",321,100.0,38573
Whangārei ,National Party,10422,"RETI, Shane",15639,100.0,38573
Whangārei ,ACT New Zealand,3228,"SEYMOUR, David",1829,100.0,38573
Whangārei ,The Opportunities Party (TOP),557,"SWORDS, Ciara",592,100.0,38573
Whangārei ,ONE Party,204,"WATTS, Daniel",242,100.0,38573
Whangārei ,,,"WETERE, Chris",523,100.0,38573
Whangārei ,New Zealand First Party,2012,"WILSON, David Ashley",1320,100.0,38573
Whangārei ,Advance NZ,539,,,100.0,38573
Whangārei ,HeartlandNZ,4,,,100.0,38573
Whangārei ,Māori Party,109,,,100.0,38573
Whangārei ,NZ Outdoors Party,33,,,100.0,38573
Whangārei ,Sustainable New Zealand Party,22,,,100.0,38573
Whangārei ,TEA Party,9,,,100.0,38573
Whangārei ,Vision New Zealand,27,,,100.0,38573
Wigram ,,,"ALLINGTON, Douglas John",233,100.0,32460
Wigram ,National Party,7033,"CAMPBELL, Hamish",7987,100.0,32460
Wigram ,,,"HANSEN, Tubby",58,100.0,32460
Wigram ,Social Credit,28,"LANDRETH, Deane",57,100.0,32460
Wigram ,ACT New Zealand,1906,"McCONWAY, Miles Jacin",885,100.0,32460
Wigram ,ONE Party,125,"McLAUGHLIN, Linda",186,100.0,32460
Wigram ,,,"McTAGUE, Geoff",65,100.0,32460
Wigram ,New Conservative,527,"NUTTALL, Averil",515,100.0,32460
Wigram ,Green Party,2914,"WESLEY, Richard",1488,100.0,32460
Wigram ,Labour Party,17653,"WOODS, Megan",20371,100.0,32460
Wigram ,Advance NZ,202,,,100.0,32460
Wigram ,Aotearoa Legalise Cannabis Party,107,,,100.0,32460
Wigram ,HeartlandNZ,2,,,100.0,32460
Wigram ,Māori Party,85,,,100.0,32460
Wigram ,NZ Outdoors Party,23,,,100.0,32460
Wigram ,New Zealand First Party,693,,,100.0,32460
Wigram ,Sustainable New Zealand Party,15,,,100.0,32460
Wigram ,TEA Party,31,,,100.0,32460
Wigram ,The Opportunities Party (TOP),793,,,100.0,32460
Wigram ,Vision New Zealand,11,,,100.0,32460
Hauraki-Waikato ,New Conservative,73,"HILL, Richard",324,100.0,17563
Hauraki-Waikato ,,,"LAMBERT, Phillip Stephen",594,100.0,17563
Hauraki-Waikato ,Labour Party,11358,"MAHUTA, Nanaia",11788,100.0,17563
Hauraki-Waikato ,Māori Party,1992,"POKERE-PHILLIPS, Donna",4237,100.0,17563
Hauraki-Waikato ,ACT New Zealand,243,,,100.0,17563
Hauraki-Waikato ,Advance NZ,433,,,100.0,17563
Hauraki-Waikato ,Aotearoa Legalise Cannabis Party,251,,,100.0,17563
Hauraki-Waikato ,Green Party,1104,,,100.0,17563
Hauraki-Waikato ,HeartlandNZ,16,,,100.0,17563
Hauraki-Waikato ,NZ Outdoors Party,38,,,100.0,17563
Hauraki-Waikato ,National Party,671,,,100.0,17563
Hauraki-Waikato ,New Zealand First Party,649,,,100.0,17563
Hauraki-Waikato ,ONE Party,41,,,100.0,17563
Hauraki-Waikato ,Social Credit,3,,,100.0,17563
Hauraki-Waikato ,Sustainable New Zealand Party,5,,,100.0,17563
Hauraki-Waikato ,TEA Party,0,,,100.0,17563
Hauraki-Waikato ,The Opportunities Party (TOP),173,,,100.0,17563
Hauraki-Waikato ,Vision New Zealand,193,,,100.0,17563
Ikaroa-Rāwhiti ,New Conservative,81,"HILL, Melissa",199,100.0,19660
Ikaroa-Rāwhiti ,Green Party,1222,"KEREKERE, Elizabeth",1535,100.0,19660
Ikaroa-Rāwhiti ,,,"KUPENGA, Waitangi",579,100.0,19660
Ikaroa-Rāwhiti ,Māori Party,2268,"TE AU-SKIPWORTH, Heather",5781,100.0,19660
Ikaroa-Rāwhiti ,NZ Outdoors Party,39,"THURSTON, Kelly",150,100.0,19660
Ikaroa-Rāwhiti ,Labour Party,13246,"WHAITIRI, Meka",10833,100.0,19660
Ikaroa-Rāwhiti ,ACT New Zealand,165,,,100.0,19660
Ikaroa-Rāwhiti ,Advance NZ,452,,,100.0,19660
Ikaroa-Rāwhiti ,Aotearoa Legalise Cannabis Party,255,,,100.0,19660
Ikaroa-Rāwhiti ,HeartlandNZ,1,,,100.0,19660
Ikaroa-Rāwhiti ,National Party,435,,,100.0,19660
Ikaroa-Rāwhiti ,New Zealand First Party,754,,,100.0,19660
Ikaroa-Rāwhiti ,ONE Party,127,,,100.0,19660
Ikaroa-Rāwhiti ,Social Credit,3,,,100.0,19660
Ikaroa-Rāwhiti ,Sustainable New Zealand Party,6,,,100.0,19660
Ikaroa-Rāwhiti ,TEA Party,2,,,100.0,19660
Ikaroa-Rāwhiti ,The Opportunities Party (TOP),139,,,100.0,19660
Ikaroa-Rāwhiti ,Vision New Zealand,103,,,100.0,19660
Tāmaki Makaurau ,New Conservative,103,"ANDERSON, Erina",308,100.0,18972
Tāmaki Makaurau ,Green Party,2056,"DAVIDSON, Marama",3630,100.0,18972
Tāmaki Makaurau ,Labour Party,11457,"HENARE, Peeni",7698,100.0,18972
Tāmaki Makaurau ,Māori Party,2360,"TAMIHERE, John",6796,100.0,18972
Tāmaki Makaurau ,ACT New Zealand,202,,,100.0,18972
Tāmaki Makaurau ,Advance NZ,311,,,100.0,18972
Tāmaki Makaurau ,Aotearoa Legalise Cannabis Party,184,,,100.0,18972
Tāmaki Makaurau ,HeartlandNZ,48,,,100.0,18972
Tāmaki Makaurau ,NZ Outdoors Party,12,,,100.0,18972
Tāmaki Makaurau ,National Party,617,,,100.0,18972
Tāmaki Makaurau ,New Zealand First Party,827,,,100.0,18972
Tāmaki Makaurau ,ONE Party,39,,,100.0,18972
Tāmaki Makaurau ,Social Credit,4,,,100.0,18972
Tāmaki Makaurau ,Sustainable New Zealand Party,7,,,100.0,18972
Tāmaki Makaurau ,TEA Party,3,,,100.0,18972
Tāmaki Makaurau ,The Opportunities Party (TOP),201,,,100.0,18972
Tāmaki Makaurau ,Vision New Zealand,248,,,100.0,18972
Te Tai Hauāuru ,,,"APIATA, Noeline",531,100.0,19411
Te Tai Hauāuru ,ONE Party,154,"BAILEY-TAURUA, Korrallie",247,100.0,19411
Te Tai Hauāuru ,NZ Outdoors Party,29,"McKEE, Kiri",224,100.0,19411
Te Tai Hauāuru ,New Conservative,65,"MORGAN, Joshua",190,100.0,19411
Te Tai Hauāuru ,Māori Party,2903,"NGAREWA-PACKER, Debbie",8310,100.0,19411
Te Tai Hauāuru ,Labour Party,12096,"RURAWHE, Adrian",9431,100.0,19411
Te Tai Hauāuru ,ACT New Zealand,230,,,100.0,19411
Te Tai Hauāuru ,Advance NZ,462,,,100.0,19411
Te Tai Hauāuru ,Aotearoa Legalise Cannabis Party,268,,,100.0,19411
Te Tai Hauāuru ,Green Party,1263,,,100.0,19411
Te Tai Hauāuru ,HeartlandNZ,15,,,100.0,19411
Te Tai Hauāuru ,National Party,599,,,100.0,19411
Te Tai Hauāuru ,New Zealand First Party,718,,,100.0,19411
Te Tai Hauāuru ,Social Credit,5,,,100.0,19411
Te Tai Hauāuru ,Sustainable New Zealand Party,4,,,100.0,19411
Te Tai Hauāuru ,TEA Party,3,,,100.0,19411
Te Tai Hauāuru ,The Opportunities Party (TOP),204,,,100.0,19411
Te Tai Hauāuru ,Vision New Zealand,75,,,100.0,19411
Te Tai Tokerau ,ONE Party,206,"ARAHANGA-EPIHA, Janice",326,100.0,20545
